0,3.879E-02
1,4.814E-02
2,4.548E-02
3,4.712E-02
4,3.746E-02
5,4.777E-02
6,4.367E-02
7,4.940E-02
8,4.769E-02
9,4.725E-02
10,4.829E-02
11,4.766E-02
12,5.000E-02
13,4.697E-02
14,4.407E-02
15,4.691E-02
16,3.960E-02
17,4.721E-02
18,4.436E-02
19,2.935E-02
20,4.569E-02
21,3.824E-02
22,4.596E-02
23,2.173E-02
24,4.737E-02
25,4.589E-02
26,3.364E-02
27,5.176E-02
28,4.321E-02
29,4.673E-02
30,4.359E-02
31,4.727E-02
32,4.730E-02
33,4.228E-02
34,5.061E-02
35,4.380E-02
36,4.621E-02
37,4.445E-02
38,5.042E-02
39,3.846E-02
40,4.711E-02
41,4.800E-02
42,4.568E-02
43,4.769E-02
44,4.675E-02
45,4.620E-02
46,4.627E-02
47,4.630E-02
48,4.316E-02
49,4.720E-02
50,4.120E-02
51,4.403E-02
52,4.741E-02
53,3.936E-02
54,4.137E-02
55,4.700E-02
56,3.302E-02
57,4.000E-02
58,4.460E-02
59,4.626E-02
60,4.956E-02
61,4.145E-02
62,4.582E-02
63,4.612E-02
64,2.395E-02
65,4.552E-02
66,4.825E-02
67,2.278E-02
68,4.247E-02
69,2.898E-02
70,4.631E-02
71,3.664E-02
72,4.887E-02
73,4.615E-02
74,5.056E-02
75,4.279E-02
76,4.473E-02
77,4.749E-02
78,4.215E-02
79,3.435E-02
80,4.509E-02
81,4.771E-02
82,4.031E-02
83,4.807E-02
84,4.468E-02
85,3.370E-02
86,3.946E-02
87,5.439E-02
88,4.588E-02
89,4.703E-02
90,3.993E-02
91,4.695E-02
92,4.566E-02
93,5.118E-02
94,5.553E-02
95,4.877E-02
96,5.071E-02
97,5.686E-02
98,4.514E-02
99,5.433E-02
100,4.916E-02
101,5.542E-02
102,5.759E-02
103,5.605E-02
104,6.119E-02
105,6.072E-02
106,6.101E-02
107,6.080E-02
108,6.604E-02
109,6.186E-02
110,6.505E-02
111,7.022E-02
112,6.922E-02
113,6.349E-02
114,7.017E-02
115,8.016E-02
116,7.727E-02
117,7.811E-02
118,7.821E-02
119,9.163E-02
120,9.274E-02
121,9.014E-02
122,9.121E-02
123,9.558E-02
124,1.0100E-01
125,1.0021E-01
126,1.0427E-01
127,1.0698E-01
128,1.1003E-01
129,1.1333E-01
130,1.1859E-01
131,1.2375E-01
132,1.2195E-01
133,1.2511E-01
134,1.2882E-01
135,1.3501E-01
136,1.3603E-01
137,1.4206E-01
138,1.4663E-01
139,1.4802E-01
140,1.5092E-01
141,1.5602E-01
142,1.5936E-01
143,1.6633E-01
144,1.6687E-01
145,1.6656E-01
146,1.7375E-01
147,1.7691E-01
148,1.8348E-01
149,1.8595E-01
150,1.9135E-01
151,1.9270E-01
152,1.9423E-01
153,1.9922E-01
154,2.0631E-01
155,2.0864E-01
156,2.1389E-01
157,2.1836E-01
158,2.1679E-01
159,2.2239E-01
160,2.2666E-01
161,2.3010E-01
162,2.3409E-01
163,2.3746E-01
164,2.4214E-01
165,2.4898E-01
166,2.4773E-01
167,2.5382E-01
168,2.5523E-01
169,2.5905E-01
170,2.6257E-01
171,2.6552E-01
172,2.6989E-01
173,2.6925E-01
174,2.7502E-01
175,2.7890E-01
176,2.8033E-01
177,2.8519E-01
178,2.9051E-01
179,2.8805E-01
180,2.9214E-01
181,2.9789E-01
182,2.9932E-01
183,2.9847E-01
184,3.0495E-01
185,3.0745E-01
186,3.1168E-01
187,3.1414E-01
188,3.1162E-01
189,3.1517E-01
190,3.2017E-01
191,3.2370E-01
192,3.2229E-01
193,3.2635E-01
194,3.2618E-01
195,3.2968E-01
196,3.3294E-01
197,3.3380E-01
198,3.3616E-01
199,3.3910E-01
200,3.4128E-01
201,3.4410E-01
202,3.4443E-01
203,3.4385E-01
204,3.4994E-01
205,3.5146E-01
206,3.5400E-01
207,3.5659E-01
208,3.5613E-01
209,3.5731E-01
210,3.5864E-01
211,3.5984E-01
212,3.5895E-01
213,3.6222E-01
214,3.6515E-01
215,3.6577E-01
216,3.6715E-01
217,3.6767E-01
218,3.6868E-01
219,3.7172E-01
220,3.7205E-01
221,3.7643E-01
222,3.7595E-01
223,3.7317E-01
224,3.7578E-01
225,3.7951E-01
226,3.7843E-01
227,3.8111E-01
228,3.7895E-01
229,3.8100E-01
230,3.7979E-01
231,3.8156E-01
232,3.8589E-01
233,3.8559E-01
234,3.8707E-01
235,3.8930E-01
236,3.8593E-01
237,3.8909E-01
238,3.8749E-01
239,3.9137E-01
240,3.9160E-01
241,3.9155E-01
242,3.9269E-01
243,3.9332E-01
244,3.9273E-01
245,3.9144E-01
246,3.9545E-01
247,3.9438E-01
248,3.9778E-01
249,3.9561E-01
250,3.9596E-01
251,3.9799E-01
252,3.9721E-01
253,3.9693E-01
254,3.9775E-01
255,4.0106E-01
